日期|Capture|Part|Segment|IR张数|起始时间(s)
5_9|with_cameras_capture_20260509_180142|with_cameras_capture_20260509_180142_part000_2026-05-09-18-01-49|segment_000_000040.000_000108.000|1658|000
5_9|with_cameras_capture_20260509_180142|with_cameras_capture_20260509_180142_part000_2026-05-09-18-01-49|segment_001_000143.000_000146.000|62|001
5_9|with_cameras_capture_20260509_180142|with_cameras_capture_20260509_180142_part000_2026-05-09-18-01-49|segment_002_000152.000_000174.000|524|002
5_9|with_cameras_capture_20260509_180142|with_cameras_capture_20260509_180142_part000_2026-05-09-18-01-49|segment_003_000177.000_000223.000|1084|003
5_9|with_cameras_capture_20260509_180142|with_cameras_capture_20260509_180142_part000_2026-05-09-18-01-49|segment_004_000225.000_000238.000|314|004
5_9|with_cameras_capture_20260509_180142|with_cameras_capture_20260509_180142_part000_2026-05-09-18-01-49|segment_005_000243.000_000279.000|856|005
5_9|with_cameras_capture_20260509_180142|with_cameras_capture_20260509_180142_part001_2026-05-09-18-06-35|segment_000_000000.000_000016.000|387|000
5_9|with_cameras_capture_20260509_180142|with_cameras_capture_20260509_180142_part001_2026-05-09-18-06-35|segment_001_000032.000_000043.000|280|001
5_9|with_cameras_capture_20260509_180142|with_cameras_capture_20260509_180142_part001_2026-05-09-18-06-35|segment_002_000044.500_000053.000|192|002
5_9|with_cameras_capture_20260509_180142|with_cameras_capture_20260509_180142_part001_2026-05-09-18-06-35|segment_003_000057.000_000132.000|1831|003
5_9|with_cameras_capture_20260509_180142|with_cameras_capture_20260509_180142_part001_2026-05-09-18-06-35|segment_004_000164.000_000178.000|358|004
5_9|with_cameras_capture_20260509_180142|with_cameras_capture_20260509_180142_part001_2026-05-09-18-06-35|segment_005_000267.500_000274.000|169|005
5_9|with_cameras_capture_20260509_182059|with_cameras_capture_20260509_182059_part000_2026-05-09-18-21-05|segment_000_000000.000_000035.000|848|000
5_9|with_cameras_capture_20260509_182059|with_cameras_capture_20260509_182059_part000_2026-05-09-18-21-05|segment_001_000056.000_000144.000|2222|001
5_9|with_cameras_capture_20260509_182059|with_cameras_capture_20260509_182059_part000_2026-05-09-18-21-05|segment_002_000149.000_000184.000|867|002
5_9|with_cameras_capture_20260509_182059|with_cameras_capture_20260509_182059_part000_2026-05-09-18-21-05|segment_003_000186.000_000191.500|145|003
5_9|with_cameras_capture_20260509_182059|with_cameras_capture_20260509_182059_part000_2026-05-09-18-21-05|segment_004_000198.000_000203.000|115|004
5_9|with_cameras_capture_20260509_182059|with_cameras_capture_20260509_182059_part000_2026-05-09-18-21-05|segment_005_000205.000_000221.000|402|005
5_9|with_cameras_capture_20260509_182059|with_cameras_capture_20260509_182059_part000_2026-05-09-18-21-05|segment_006_000224.000_000250.000|631|006
5_9|with_cameras_capture_20260509_182059|with_cameras_capture_20260509_182059_part000_2026-05-09-18-21-05|segment_007_000276.500_000280.000|101|007
6-11导出-缺611night3_new|with_cameras_capture_20260610_161231|with_cameras_capture_20260610_161231_part000_2026-06-10-16-12-37|segment_000_000000.000_000254.727|6018|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_161231|with_cameras_capture_20260610_161231_part001_2026-06-10-16-16-58|segment_000_000000.000_000285.751|867|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_161231|with_cameras_capture_20260610_161231_part002_2026-06-10-16-21-51|segment_000_000000.000_000013.639|13|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_161258|with_cameras_capture_20260610_161258_part000_2026-06-10-16-13-04|segment_000_000000.000_000252.535|6392|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_161258|with_cameras_capture_20260610_161258_part001_2026-06-10-16-17-23|segment_000_000000.000_000252.646|6345|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_161258|with_cameras_capture_20260610_161258_part002_2026-06-10-16-21-43|segment_000_000000.000_000121.558|3012|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_161405|with_cameras_capture_20260610_161405_part000_2026-06-10-16-14-11|segment_000_000000.000_000269.705|3520|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_161405|with_cameras_capture_20260610_161405_part001_2026-06-10-16-18-48|segment_000_000000.000_000270.703|268|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_161407|with_cameras_capture_20260610_161407_part000_2026-06-10-16-14-13|segment_000_000000.000_000091.409|2088|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_163951|with_cameras_capture_20260610_163951_part000_2026-06-10-16-39-57|segment_000_000000.000_000255.700|5942|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_163951|with_cameras_capture_20260610_163951_part001_2026-06-10-16-44-19|segment_000_000000.000_000256.730|5700|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_163951|with_cameras_capture_20260610_163951_part002_2026-06-10-16-48-43|segment_000_000000.000_000156.760|3380|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_164229|with_cameras_capture_20260610_164229_part000_2026-06-10-16-42-36|segment_000_000000.000_000285.647|2697|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_164229|with_cameras_capture_20260610_164229_part001_2026-06-10-16-47-29|segment_000_000000.000_000286.956|2620|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_164229|with_cameras_capture_20260610_164229_part002_2026-06-10-16-52-23|segment_000_000000.000_000001.815|6|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_184215|with_cameras_capture_20260610_184215_part000_2026-06-10-18-42-21|segment_000_000000.000_000252.555|6292|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_184215|with_cameras_capture_20260610_184215_part001_2026-06-10-18-46-41|segment_000_000000.000_000255.687|6045|000
6-11导出-缺611night3_new|with_cameras_capture_20260610_184215|with_cameras_capture_20260610_184215_part002_2026-06-10-18-51-03|segment_000_000000.000_000136.675|3178|000
6-12_export|with_cameras_capture_20260612_120246(3)|with_cameras_capture_20260612_120246_part000_2026-06-12-12-02-52|segment_000_000000.000_000254.608|6006|000
6-12_export|with_cameras_capture_20260612_120246(3)|with_cameras_capture_20260612_120246_part001_2026-06-12-12-07-13|segment_000_000000.000_000255.906|5877|000
6-12_export|with_cameras_capture_20260612_120246(3)|with_cameras_capture_20260612_120246_part002_2026-06-12-12-11-36|segment_000_000000.000_000058.936|1281|000
6-12_export|with_cameras_capture_20260612_120324(1)|with_cameras_capture_20260612_120324_part000_2026-06-12-12-03-30|segment_000_000000.000_000255.563|5989|000
6-12_export|with_cameras_capture_20260612_120324(1)|with_cameras_capture_20260612_120324_part001_2026-06-12-12-07-53|segment_000_000000.000_000171.050|3813|000
6-12_export|with_cameras_capture_20260612_120341(2)|with_cameras_capture_20260612_120341_part000_2026-06-12-12-03-47|segment_000_000000.000_000253.627|6227|000
6-12_export|with_cameras_capture_20260612_120341(2)|with_cameras_capture_20260612_120341_part001_2026-06-12-12-08-08|segment_000_000000.000_000206.505|4893|000
6-12_export|with_cameras_capture_20260612_132808(4)|with_cameras_capture_20260612_132808_part000_2026-06-12-13-28-15|segment_000_000000.000_000252.411|6519|000
6-12_export|with_cameras_capture_20260612_132808(4)|with_cameras_capture_20260612_132808_part001_2026-06-12-13-32-34|segment_000_000000.000_000253.666|6289|000
6-12_export|with_cameras_capture_20260612_132808(4)|with_cameras_capture_20260612_132808_part002_2026-06-12-13-36-54|segment_000_000000.000_000141.726|3578|000
6_5|with_cameras_capture_20260605_103857|with_cameras_capture_20260605_103857_part000_2026-06-05-10-39-04|segment_000_000000.000_000753.737|19570|000
6_5|with_cameras_capture_20260605_104107|with_cameras_capture_20260605_104107_part000_2026-06-05-10-41-14|segment_000_000000.000_000678.195|18013|000
6_5|with_cameras_capture_20260606_150749|with_cameras_capture_20260606_150749_part000_2026-06-06-15-07-56|segment_000_000000.000_000231.693|2899|000
6_5|with_cameras_capture_20260606_150749|with_cameras_capture_20260606_150749_part001_2026-06-06-15-11-54|segment_000_000000.000_000017.219|211|000
6_5|with_cameras_capture_20260606_151623|with_cameras_capture_20260606_151623_part000_2026-06-06-15-16-30|segment_000_000000.000_000219.936|4474|000
6_5|with_cameras_capture_20260606_151623|with_cameras_capture_20260606_151623_part001_2026-06-06-15-20-16|segment_000_000000.000_000224.277|4183|000
6_5|with_cameras_capture_20260606_151623|with_cameras_capture_20260606_151623_part002_2026-06-06-15-24-07|segment_000_000000.000_000033.748|659|000
6_5|with_cameras_capture_20260606_153629|with_cameras_capture_20260606_153629_part000_2026-06-06-15-36-40|segment_000_000000.000_000232.557|3616|000
6_5|with_cameras_capture_20260606_153629|with_cameras_capture_20260606_153629_part001_2026-06-06-15-40-40|segment_000_000000.000_000241.530|3465|000
6_5|with_cameras_capture_20260606_182724|with_cameras_capture_20260606_182724_part000_2026-06-06-18-27-30|segment_000_000000.000_000218.972|4532|000
6_5|with_cameras_capture_20260606_182724|with_cameras_capture_20260606_182724_part001_2026-06-06-18-31-16|segment_000_000000.000_000218.871|4385|000
6_5|with_cameras_capture_20260606_182724|with_cameras_capture_20260606_182724_part002_2026-06-06-18-35-01|segment_000_000000.000_000125.128|2507|000
6_5|with_cameras_capture_20260606_183126|with_cameras_capture_20260606_183126_part000_2026-06-06-18-31-32|segment_000_000000.000_000220.700|4559|000
6_5|with_cameras_capture_20260606_183126|with_cameras_capture_20260606_183126_part001_2026-06-06-18-35-19|segment_000_000000.000_000221.902|4693|000
6_5|with_cameras_capture_20260606_183126|with_cameras_capture_20260606_183126_part002_2026-06-06-18-39-08|segment_000_000000.000_000022.280|453|000
6_8|with_cameras_capture_20260608_125137|with_cameras_capture_20260608_125137_part000_2026-06-08-12-51-49|segment_000_000000.000_000261.203|5066|000
6_8|with_cameras_capture_20260608_125137|with_cameras_capture_20260608_125137_part001_2026-06-08-12-56-16|segment_000_000000.000_000267.500|5217|000
6_8|with_cameras_capture_20260608_130656|with_cameras_capture_20260608_130656_part000_2026-06-08-13-07-03|segment_000_000000.000_000280.631|2218|000
6_8|with_cameras_capture_20260608_143004|with_cameras_capture_20260608_143004_part000_2026-06-08-14-30-10|segment_000_000000.000_000136.416|3139|000
6_8|with_cameras_capture_20260608_145606|with_cameras_capture_20260608_145606_part000_2026-06-08-14-56-12|segment_000_000000.000_000327.112|9103|000
6_8|with_cameras_capture_20260608_145606|with_cameras_capture_20260608_145606_part001_2026-06-08-15-01-46|segment_000_000000.000_000193.968|5336|000
6_8|with_cameras_capture_20260608_151448|with_cameras_capture_20260608_151448_part000_2026-06-08-15-14-55|segment_000_000000.000_000328.063|9203|000
6_8|with_cameras_capture_20260608_152116|with_cameras_capture_20260608_152116_part000_2026-06-08-15-21-28|segment_000_000000.000_000334.029|9028|000
6_8|with_cameras_capture_20260608_152116|with_cameras_capture_20260608_152116_part001_2026-06-08-15-27-09|segment_000_000000.000_000099.886|2480|000
6_8|with_cameras_capture_20260608_161851|with_cameras_capture_20260608_161851_part000_2026-06-08-16-18-57|segment_000_000000.000_000332.141|9245|000
6_8|with_cameras_capture_20260608_161851|with_cameras_capture_20260608_161851_part001_2026-06-08-16-24-36|segment_000_000000.000_000107.433|2962|000
6_8|with_cameras_capture_20260608_162452|with_cameras_capture_20260608_162452_part000_2026-06-08-16-24-58|segment_000_000000.000_000329.179|9134|000
6_8|with_cameras_capture_20260608_162452|with_cameras_capture_20260608_162452_part001_2026-06-08-16-30-34|segment_000_000000.000_000075.397|1923|000
6_8|with_cameras_capture_20260608_174907|with_cameras_capture_20260608_174907_part000_2026-06-08-17-49-14|segment_000_000000.000_000329.031|9167|000
6_8|with_cameras_capture_20260608_174907|with_cameras_capture_20260608_174907_part001_2026-06-08-17-54-50|segment_000_000000.000_000251.386|6962|000
6_8|with_cameras_capture_20260608_174950|with_cameras_capture_20260608_174950_part000_2026-06-08-17-49-57|segment_000_000000.000_000385.314|1997|000
6_8|with_cameras_capture_20260608_174950|with_cameras_capture_20260608_174950_part001_2026-06-08-17-56-29|segment_000_000000.000_000171.475|170|000
